SCENARIO,Year,GenX.Region,DG_Capacity
current_policy,2022,MIS_Central,528.38
current_policy,2022,MIS_East,130.382
current_policy,2022,NY_East,1434.86
current_policy,2022,NY_West,504.14
current_policy,2022,PJM_COMD,460.836
current_policy,2022,PJM_Delaware,380.884
current_policy,2022,PJM_Dom,176.792
current_policy,2022,PJM_NJCoast,1411.605
current_policy,2022,PJM_NJLand,2715.895
current_policy,2022,PJM_PECO,157.301
current_policy,2022,PJM_SMAC,2081.507
current_policy,2022,PJM_WEST,651.447
current_policy,2022,PJM_WestMAC,155.353
current_policy,2022,SC_TVA,126.825
current_policy,2022,SC_VACA,488.78
current_policy,2025,MIS_Central,528.38
current_policy,2025,MIS_East,130.382
current_policy,2025,NY_East,1434.86
current_policy,2025,NY_West,504.14
current_policy,2025,PJM_COMD,460.836
current_policy,2025,PJM_Delaware,487.792
current_policy,2025,PJM_Dom,176.792
current_policy,2025,PJM_NJCoast,1796.355
current_policy,2025,PJM_NJLand,3456.145
current_policy,2025,PJM_PECO,157.301
current_policy,2025,PJM_SMAC,2821.495
current_policy,2025,PJM_WEST,727.551
current_policy,2025,PJM_WestMAC,155.353
current_policy,2025,SC_TVA,126.825
current_policy,2025,SC_VACA,488.78
current_policy,2030,MIS_Central,528.38
current_policy,2030,MIS_East,130.382
current_policy,2030,NY_East,1434.86
current_policy,2030,NY_West,504.14
current_policy,2030,PJM_COMD,460.836
current_policy,2030,PJM_Delaware,599.184
current_policy,2030,PJM_Dom,176.792
current_policy,2030,PJM_NJCoast,1924.776
current_policy,2030,PJM_NJLand,3703.224
current_policy,2030,PJM_PECO,157.301
current_policy,2030,PJM_SMAC,3624.807
current_policy,2030,PJM_WEST,806.847
current_policy,2030,PJM_WestMAC,155.353
current_policy,2030,SC_TVA,126.825
current_policy,2030,SC_VACA,488.78
current_policy,2040,MIS_Central,528.38
current_policy,2040,MIS_East,130.382
current_policy,2040,NY_East,1434.86
current_policy,2040,NY_West,504.14
current_policy,2040,PJM_COMD,460.836
current_policy,2040,PJM_Delaware,631.162
current_policy,2040,PJM_Dom,176.792
current_policy,2040,PJM_NJCoast,1924.776
current_policy,2040,PJM_NJLand,3703.224
current_policy,2040,PJM_PECO,157.301
current_policy,2040,PJM_SMAC,3999.065
current_policy,2040,PJM_WEST,829.611
current_policy,2040,PJM_WestMAC,155.353
current_policy,2040,SC_TVA,126.825
current_policy,2040,SC_VACA,488.78
current_policy,2050,MIS_Central,528.38
current_policy,2050,MIS_East,130.382
current_policy,2050,NY_East,1434.86
current_policy,2050,NY_West,504.14
current_policy,2050,PJM_COMD,460.836
current_policy,2050,PJM_Delaware,657.594
current_policy,2050,PJM_Dom,176.792
current_policy,2050,PJM_NJCoast,1924.776
current_policy,2050,PJM_NJLand,3703.224
current_policy,2050,PJM_PECO,157.301
current_policy,2050,PJM_SMAC,4206.817
current_policy,2050,PJM_WEST,848.427
current_policy,2050,PJM_WestMAC,155.353
current_policy,2050,SC_TVA,126.825
current_policy,2050,SC_VACA,488.78
deep_decarbonization,2022,MIS_Central,528.38
deep_decarbonization,2022,MIS_East,130.382
deep_decarbonization,2022,NY_East,1434.86
deep_decarbonization,2022,NY_West,504.14
deep_decarbonization,2022,PJM_COMD,460.836
deep_decarbonization,2022,PJM_Delaware,379.35
deep_decarbonization,2022,PJM_Dom,176.792
deep_decarbonization,2022,PJM_NJCoast,1411.605
deep_decarbonization,2022,PJM_NJLand,2715.895
deep_decarbonization,2022,PJM_PECO,157.301
deep_decarbonization,2022,PJM_SMAC,2071.133
deep_decarbonization,2022,PJM_WEST,650.355
deep_decarbonization,2022,PJM_WestMAC,155.353
deep_decarbonization,2022,SC_TVA,126.825
deep_decarbonization,2022,SC_VACA,488.78
deep_decarbonization,2025,MIS_Central,528.38
deep_decarbonization,2025,MIS_East,130.382
deep_decarbonization,2025,NY_East,1434.86
deep_decarbonization,2025,NY_West,504.14
deep_decarbonization,2025,PJM_COMD,460.836
deep_decarbonization,2025,PJM_Delaware,486.494
deep_decarbonization,2025,PJM_Dom,176.792
deep_decarbonization,2025,PJM_NJCoast,1796.355
deep_decarbonization,2025,PJM_NJLand,3456.145
deep_decarbonization,2025,PJM_PECO,157.301
deep_decarbonization,2025,PJM_SMAC,2811.717
deep_decarbonization,2025,PJM_WEST,726.627
deep_decarbonization,2025,PJM_WestMAC,155.353
deep_decarbonization,2025,SC_TVA,126.825
deep_decarbonization,2025,SC_VACA,488.78
deep_decarbonization,2030,MIS_Central,528.38
deep_decarbonization,2030,MIS_East,130.382
deep_decarbonization,2030,NY_East,1434.86
deep_decarbonization,2030,NY_West,504.14
deep_decarbonization,2030,PJM_COMD,460.836
deep_decarbonization,2030,PJM_Delaware,632.106
deep_decarbonization,2030,PJM_Dom,176.792
deep_decarbonization,2030,PJM_NJCoast,1924.776
deep_decarbonization,2030,PJM_NJLand,3703.224
deep_decarbonization,2030,PJM_PECO,157.301
deep_decarbonization,2030,PJM_SMAC,3858.449
deep_decarbonization,2030,PJM_WEST,830.283
deep_decarbonization,2030,PJM_WestMAC,155.353
deep_decarbonization,2030,SC_TVA,126.825
deep_decarbonization,2030,SC_VACA,488.78
deep_decarbonization,2040,MIS_Central,551.104
deep_decarbonization,2040,MIS_East,130.382
deep_decarbonization,2040,NY_East,1434.86
deep_decarbonization,2040,NY_West,504.14
deep_decarbonization,2040,PJM_COMD,530.112
deep_decarbonization,2040,PJM_Delaware,814.888
deep_decarbonization,2040,PJM_Dom,176.792
deep_decarbonization,2040,PJM_NJCoast,1924.776
deep_decarbonization,2040,PJM_NJLand,3703.224
deep_decarbonization,2040,PJM_PECO,157.301
deep_decarbonization,2040,PJM_SMAC,5357.551
deep_decarbonization,2040,PJM_WEST,960.399
deep_decarbonization,2040,PJM_WestMAC,155.353
deep_decarbonization,2040,SC_TVA,126.825
deep_decarbonization,2040,SC_VACA,488.78
deep_decarbonization,2050,MIS_Central,571.605
deep_decarbonization,2050,MIS_East,130.382
deep_decarbonization,2050,NY_East,1434.86
deep_decarbonization,2050,NY_West,504.14
deep_decarbonization,2050,PJM_COMD,592.611
deep_decarbonization,2050,PJM_Delaware,941.62
deep_decarbonization,2050,PJM_Dom,176.792
deep_decarbonization,2050,PJM_NJCoast,1924.776
deep_decarbonization,2050,PJM_NJLand,3703.224
deep_decarbonization,2050,PJM_PECO,157.301
deep_decarbonization,2050,PJM_SMAC,6315.603
deep_decarbonization,2050,PJM_WEST,1050.615
deep_decarbonization,2050,PJM_WestMAC,155.353
deep_decarbonization,2050,SC_TVA,126.825
deep_decarbonization,2050,SC_VACA,488.78
deep_decarbonizationDGS1,2022,MIS_Central,528.38
deep_decarbonizationDGS1,2022,MIS_East,130.382
deep_decarbonizationDGS1,2022,NY_East,1434.86
deep_decarbonizationDGS1,2022,NY_West,504.14
deep_decarbonizationDGS1,2022,PJM_COMD,460.836
deep_decarbonizationDGS1,2022,PJM_Delaware,379.35
deep_decarbonizationDGS1,2022,PJM_Dom,176.792
deep_decarbonizationDGS1,2022,PJM_NJCoast,1174.2
deep_decarbonizationDGS1,2022,PJM_NJLand,2259.133
deep_decarbonizationDGS1,2022,PJM_PECO,157.301
deep_decarbonizationDGS1,2022,PJM_SMAC,2071.133
deep_decarbonizationDGS1,2022,PJM_WEST,650.355
deep_decarbonizationDGS1,2022,PJM_WestMAC,155.353
deep_decarbonizationDGS1,2022,SC_TVA,126.825
deep_decarbonizationDGS1,2022,SC_VACA,488.78
deep_decarbonizationDGS1,2025,MIS_Central,528.38
deep_decarbonizationDGS1,2025,MIS_East,130.382
deep_decarbonizationDGS1,2025,NY_East,1434.86
deep_decarbonizationDGS1,2025,NY_West,504.14
deep_decarbonizationDGS1,2025,PJM_COMD,460.836
deep_decarbonizationDGS1,2025,PJM_Delaware,486.494
deep_decarbonizationDGS1,2025,PJM_Dom,176.792
deep_decarbonizationDGS1,2025,PJM_NJCoast,1641.6
deep_decarbonizationDGS1,2025,PJM_NJLand,3158.4
deep_decarbonizationDGS1,2025,PJM_PECO,157.301
deep_decarbonizationDGS1,2025,PJM_SMAC,2811.717
deep_decarbonizationDGS1,2025,PJM_WEST,726.627
deep_decarbonizationDGS1,2025,PJM_WestMAC,155.353
deep_decarbonizationDGS1,2025,SC_TVA,126.825
deep_decarbonizationDGS1,2025,SC_VACA,488.78
deep_decarbonizationDGS1,2030,MIS_Central,528.38
deep_decarbonizationDGS1,2030,MIS_East,130.382
deep_decarbonizationDGS1,2030,NY_East,1434.86
deep_decarbonizationDGS1,2030,NY_West,504.14
deep_decarbonizationDGS1,2030,PJM_COMD,460.836
deep_decarbonizationDGS1,2030,PJM_Delaware,632.106
deep_decarbonizationDGS1,2030,PJM_Dom,176.792
deep_decarbonizationDGS1,2030,PJM_NJCoast,2713.2
deep_decarbonizationDGS1,2030,PJM_NJLand,5220.133
deep_decarbonizationDGS1,2030,PJM_PECO,157.301
deep_decarbonizationDGS1,2030,PJM_SMAC,3858.449
deep_decarbonizationDGS1,2030,PJM_WEST,830.283
deep_decarbonizationDGS1,2030,PJM_WestMAC,155.353
deep_decarbonizationDGS1,2030,SC_TVA,126.825
deep_decarbonizationDGS1,2030,SC_VACA,488.78
deep_decarbonizationDGS1,2040,MIS_Central,551.104
deep_decarbonizationDGS1,2040,MIS_East,130.382
deep_decarbonizationDGS1,2040,NY_East,1434.86
deep_decarbonizationDGS1,2040,NY_West,504.14
deep_decarbonizationDGS1,2040,PJM_COMD,530.112
deep_decarbonizationDGS1,2040,PJM_Delaware,814.888
deep_decarbonizationDGS1,2040,PJM_Dom,176.792
deep_decarbonizationDGS1,2040,PJM_NJCoast,4710.195
deep_decarbonizationDGS1,2040,PJM_NJLand,9062.305
deep_decarbonizationDGS1,2040,PJM_PECO,157.301
deep_decarbonizationDGS1,2040,PJM_SMAC,5357.551
deep_decarbonizationDGS1,2040,PJM_WEST,960.399
deep_decarbonizationDGS1,2040,PJM_WestMAC,155.353
deep_decarbonizationDGS1,2040,SC_TVA,126.825
deep_decarbonizationDGS1,2040,SC_VACA,488.78
deep_decarbonizationDGS1,2050,MIS_Central,571.605
deep_decarbonizationDGS1,2050,MIS_East,130.382
deep_decarbonizationDGS1,2050,NY_East,1434.86
deep_decarbonizationDGS1,2050,NY_West,504.14
deep_decarbonizationDGS1,2050,PJM_COMD,592.611
deep_decarbonizationDGS1,2050,PJM_Delaware,941.62
deep_decarbonizationDGS1,2050,PJM_Dom,176.792
deep_decarbonizationDGS1,2050,PJM_NJCoast,6430.17
deep_decarbonizationDGS1,2050,PJM_NJLand,12371.497
deep_decarbonizationDGS1,2050,PJM_PECO,157.301
deep_decarbonizationDGS1,2050,PJM_SMAC,6315.603
deep_decarbonizationDGS1,2050,PJM_WEST,1050.615
deep_decarbonizationDGS1,2050,PJM_WestMAC,155.353
deep_decarbonizationDGS1,2050,SC_TVA,126.825
deep_decarbonizationDGS1,2050,SC_VACA,488.78
moderate_decarbonization,2022,MIS_Central,528.38
moderate_decarbonization,2022,MIS_East,130.382
moderate_decarbonization,2022,NY_East,1434.86
moderate_decarbonization,2022,NY_West,504.14
moderate_decarbonization,2022,PJM_COMD,460.836
moderate_decarbonization,2022,PJM_Delaware,378.524
moderate_decarbonization,2022,PJM_Dom,176.792
moderate_decarbonization,2022,PJM_NJCoast,1411.605
moderate_decarbonization,2022,PJM_NJLand,2715.895
moderate_decarbonization,2022,PJM_PECO,157.301
moderate_decarbonization,2022,PJM_SMAC,2065.547
moderate_decarbonization,2022,PJM_WEST,649.767
moderate_decarbonization,2022,PJM_WestMAC,155.353
moderate_decarbonization,2022,SC_TVA,126.825
moderate_decarbonization,2022,SC_VACA,488.78
moderate_decarbonization,2025,MIS_Central,528.38
moderate_decarbonization,2025,MIS_East,130.382
moderate_decarbonization,2025,NY_East,1434.86
moderate_decarbonization,2025,NY_West,504.14
moderate_decarbonization,2025,PJM_COMD,460.836
moderate_decarbonization,2025,PJM_Delaware,483.544
moderate_decarbonization,2025,PJM_Dom,176.792
moderate_decarbonization,2025,PJM_NJCoast,1796.355
moderate_decarbonization,2025,PJM_NJLand,3456.145
moderate_decarbonization,2025,PJM_PECO,157.301
moderate_decarbonization,2025,PJM_SMAC,2791.767
moderate_decarbonization,2025,PJM_WEST,724.527
moderate_decarbonization,2025,PJM_WestMAC,155.353
moderate_decarbonization,2025,SC_TVA,126.825
moderate_decarbonization,2025,SC_VACA,488.78
moderate_decarbonization,2030,MIS_Central,528.38
moderate_decarbonization,2030,MIS_East,130.382
moderate_decarbonization,2030,NY_East,1434.86
moderate_decarbonization,2030,NY_West,504.14
moderate_decarbonization,2030,PJM_COMD,460.836
moderate_decarbonization,2030,PJM_Delaware,593.992
moderate_decarbonization,2030,PJM_Dom,176.792
moderate_decarbonization,2030,PJM_NJCoast,1924.776
moderate_decarbonization,2030,PJM_NJLand,3703.224
moderate_decarbonization,2030,PJM_PECO,157.301
moderate_decarbonization,2030,PJM_SMAC,3587.695
moderate_decarbonization,2030,PJM_WEST,803.151
moderate_decarbonization,2030,PJM_WestMAC,155.353
moderate_decarbonization,2030,SC_TVA,126.825
moderate_decarbonization,2030,SC_VACA,488.78
moderate_decarbonization,2040,MIS_Central,528.38
moderate_decarbonization,2040,MIS_East,130.382
moderate_decarbonization,2040,NY_East,1434.86
moderate_decarbonization,2040,NY_West,504.14
moderate_decarbonization,2040,PJM_COMD,460.836
moderate_decarbonization,2040,PJM_Delaware,661.96
moderate_decarbonization,2040,PJM_Dom,176.792
moderate_decarbonization,2040,PJM_NJCoast,1924.776
moderate_decarbonization,2040,PJM_NJLand,3703.224
moderate_decarbonization,2040,PJM_PECO,157.301
moderate_decarbonization,2040,PJM_SMAC,4225.343
moderate_decarbonization,2040,PJM_WEST,851.535
moderate_decarbonization,2040,PJM_WestMAC,155.353
moderate_decarbonization,2040,SC_TVA,126.825
moderate_decarbonization,2040,SC_VACA,488.78
moderate_decarbonization,2050,MIS_Central,539.742
moderate_decarbonization,2050,MIS_East,130.382
moderate_decarbonization,2050,NY_East,1434.86
moderate_decarbonization,2050,NY_West,504.14
moderate_decarbonization,2050,PJM_COMD,495.474
moderate_decarbonization,2050,PJM_Delaware,808.398
moderate_decarbonization,2050,PJM_Dom,176.792
moderate_decarbonization,2050,PJM_NJCoast,1924.776
moderate_decarbonization,2050,PJM_NJLand,3703.224
moderate_decarbonization,2050,PJM_PECO,157.301
moderate_decarbonization,2050,PJM_SMAC,5326.661
moderate_decarbonization,2050,PJM_WEST,955.779
moderate_decarbonization,2050,PJM_WestMAC,155.353
moderate_decarbonization,2050,SC_TVA,126.825
moderate_decarbonization,2050,SC_VACA,488.78
stated_policy,2022,MIS_Central,528.38
stated_policy,2022,MIS_East,130.382
stated_policy,2022,NY_East,1434.86
stated_policy,2022,NY_West,504.14
stated_policy,2022,PJM_COMD,460.836
stated_policy,2022,PJM_Delaware,380.884
stated_policy,2022,PJM_Dom,176.792
stated_policy,2022,PJM_NJCoast,1411.605
stated_policy,2022,PJM_NJLand,2715.895
stated_policy,2022,PJM_PECO,157.301
stated_policy,2022,PJM_SMAC,2081.507
stated_policy,2022,PJM_WEST,651.447
stated_policy,2022,PJM_WestMAC,155.353
stated_policy,2022,SC_TVA,126.825
stated_policy,2022,SC_VACA,488.78
stated_policy,2025,MIS_Central,528.38
stated_policy,2025,MIS_East,130.382
stated_policy,2025,NY_East,1434.86
stated_policy,2025,NY_West,504.14
stated_policy,2025,PJM_COMD,460.836
stated_policy,2025,PJM_Delaware,487.792
stated_policy,2025,PJM_Dom,176.792
stated_policy,2025,PJM_NJCoast,1796.355
stated_policy,2025,PJM_NJLand,3456.145
stated_policy,2025,PJM_PECO,157.301
stated_policy,2025,PJM_SMAC,2821.495
stated_policy,2025,PJM_WEST,727.551
stated_policy,2025,PJM_WestMAC,155.353
stated_policy,2025,SC_TVA,126.825
stated_policy,2025,SC_VACA,488.78
stated_policy,2030,MIS_Central,528.38
stated_policy,2030,MIS_East,130.382
stated_policy,2030,NY_East,1434.86
stated_policy,2030,NY_West,504.14
stated_policy,2030,PJM_COMD,460.836
stated_policy,2030,PJM_Delaware,599.538
stated_policy,2030,PJM_Dom,176.792
stated_policy,2030,PJM_NJCoast,1924.776
stated_policy,2030,PJM_NJLand,3703.224
stated_policy,2030,PJM_PECO,157.301
stated_policy,2030,PJM_SMAC,3627.201
stated_policy,2030,PJM_WEST,807.099
stated_policy,2030,PJM_WestMAC,155.353
stated_policy,2030,SC_TVA,126.825
stated_policy,2030,SC_VACA,488.78
stated_policy,2040,MIS_Central,528.38
stated_policy,2040,MIS_East,130.382
stated_policy,2040,NY_East,1434.86
stated_policy,2040,NY_West,504.14
stated_policy,2040,PJM_COMD,460.836
stated_policy,2040,PJM_Delaware,632.932
stated_policy,2040,PJM_Dom,176.792
stated_policy,2040,PJM_NJCoast,1924.776
stated_policy,2040,PJM_NJLand,3703.224
stated_policy,2040,PJM_PECO,157.301
stated_policy,2040,PJM_SMAC,4011.035
stated_policy,2040,PJM_WEST,830.871
stated_policy,2040,PJM_WestMAC,155.353
stated_policy,2040,SC_TVA,126.825
stated_policy,2040,SC_VACA,488.78
stated_policy,2050,MIS_Central,528.38
stated_policy,2050,MIS_East,130.382
stated_policy,2050,NY_East,1434.86
stated_policy,2050,NY_West,504.14
stated_policy,2050,PJM_COMD,460.836
stated_policy,2050,PJM_Delaware,660.426
stated_policy,2050,PJM_Dom,176.792
stated_policy,2050,PJM_NJCoast,1924.776
stated_policy,2050,PJM_NJLand,3703.224
stated_policy,2050,PJM_PECO,157.301
stated_policy,2050,PJM_SMAC,4225.969
stated_policy,2050,PJM_WEST,850.443
stated_policy,2050,PJM_WestMAC,155.353
stated_policy,2050,SC_TVA,126.825
stated_policy,2050,SC_VACA,488.78
stated_policyDGS1,2022,MIS_Central,528.38
stated_policyDGS1,2022,MIS_East,130.382
stated_policyDGS1,2022,NY_East,1434.86
stated_policyDGS1,2022,NY_West,504.14
stated_policyDGS1,2022,PJM_COMD,460.836
stated_policyDGS1,2022,PJM_Delaware,380.884
stated_policyDGS1,2022,PJM_Dom,176.792
stated_policyDGS1,2022,PJM_NJCoast,1174.2
stated_policyDGS1,2022,PJM_NJLand,2259.133
stated_policyDGS1,2022,PJM_PECO,157.301
stated_policyDGS1,2022,PJM_SMAC,2081.507
stated_policyDGS1,2022,PJM_WEST,651.447
stated_policyDGS1,2022,PJM_WestMAC,155.353
stated_policyDGS1,2022,SC_TVA,126.825
stated_policyDGS1,2022,SC_VACA,488.78
stated_policyDGS1,2025,MIS_Central,528.38
stated_policyDGS1,2025,MIS_East,130.382
stated_policyDGS1,2025,NY_East,1434.86
stated_policyDGS1,2025,NY_West,504.14
stated_policyDGS1,2025,PJM_COMD,460.836
stated_policyDGS1,2025,PJM_Delaware,487.792
stated_policyDGS1,2025,PJM_Dom,176.792
stated_policyDGS1,2025,PJM_NJCoast,1641.6
stated_policyDGS1,2025,PJM_NJLand,3158.4
stated_policyDGS1,2025,PJM_PECO,157.301
stated_policyDGS1,2025,PJM_SMAC,2821.495
stated_policyDGS1,2025,PJM_WEST,727.551
stated_policyDGS1,2025,PJM_WestMAC,155.353
stated_policyDGS1,2025,SC_TVA,126.825
stated_policyDGS1,2025,SC_VACA,488.78
stated_policyDGS1,2030,MIS_Central,528.38
stated_policyDGS1,2030,MIS_East,130.382
stated_policyDGS1,2030,NY_East,1434.86
stated_policyDGS1,2030,NY_West,504.14
stated_policyDGS1,2030,PJM_COMD,460.836
stated_policyDGS1,2030,PJM_Delaware,599.538
stated_policyDGS1,2030,PJM_Dom,176.792
stated_policyDGS1,2030,PJM_NJCoast,2713.2
stated_policyDGS1,2030,PJM_NJLand,5220.133
stated_policyDGS1,2030,PJM_PECO,157.301
stated_policyDGS1,2030,PJM_SMAC,3627.201
stated_policyDGS1,2030,PJM_WEST,807.099
stated_policyDGS1,2030,PJM_WestMAC,155.353
stated_policyDGS1,2030,SC_TVA,126.825
stated_policyDGS1,2030,SC_VACA,488.78
stated_policyDGS1,2040,MIS_Central,528.38
stated_policyDGS1,2040,MIS_East,130.382
stated_policyDGS1,2040,NY_East,1434.86
stated_policyDGS1,2040,NY_West,504.14
stated_policyDGS1,2040,PJM_COMD,460.836
stated_policyDGS1,2040,PJM_Delaware,632.932
stated_policyDGS1,2040,PJM_Dom,176.792
stated_policyDGS1,2040,PJM_NJCoast,4710.195
stated_policyDGS1,2040,PJM_NJLand,9062.305
stated_policyDGS1,2040,PJM_PECO,157.301
stated_policyDGS1,2040,PJM_SMAC,4011.035
stated_policyDGS1,2040,PJM_WEST,830.871
stated_policyDGS1,2040,PJM_WestMAC,155.353
stated_policyDGS1,2040,SC_TVA,126.825
stated_policyDGS1,2040,SC_VACA,488.78
stated_policyDGS1,2050,MIS_Central,528.38
stated_policyDGS1,2050,MIS_East,130.382
stated_policyDGS1,2050,NY_East,1434.86
stated_policyDGS1,2050,NY_West,504.14
stated_policyDGS1,2050,PJM_COMD,460.836
stated_policyDGS1,2050,PJM_Delaware,660.426
stated_policyDGS1,2050,PJM_Dom,176.792
stated_policyDGS1,2050,PJM_NJCoast,6430.17
stated_policyDGS1,2050,PJM_NJLand,12371.497
stated_policyDGS1,2050,PJM_PECO,157.301
stated_policyDGS1,2050,PJM_SMAC,4225.969
stated_policyDGS1,2050,PJM_WEST,850.443
stated_policyDGS1,2050,PJM_WestMAC,155.353
stated_policyDGS1,2050,SC_TVA,126.825
stated_policyDGS1,2050,SC_VACA,488.78
