SCENARIO,Year,GenX.Region,base_TWh,water_heat_TWh,space_heat_TWh,ldev_TWh,mhbev_TWh,dg_TWh,dg_TWh_curtail,Total_TWh
deep_decarbonization_exev,2050,PJM_WestMAC,71.44,5.64,16.12,15.06,8.85,0.23,0,116.87
deep_decarbonization_exev,2050,SC_TVA,89.06,24.34,53.67,155.72,82,0.16,0,404.64
deep_decarbonization_exev,2050,SC_VACA,252.64,12.23,25.18,66.49,26.79,0.75,0,382.58
deep_decarbonizationDGS1,2022,MIS_Central,172.05,11.1,28.82,1.88,0.31,0.71,0,213.45
deep_decarbonizationDGS1,2022,MIS_East,142.5,1.96,7.08,0.79,0.07,0.17,0,152.24
deep_decarbonizationDGS1,2022,NY_East,92.88,3.37,11.35,0.52,0.06,2.11,0,106.08
deep_decarbonizationDGS1,2022,NY_West,48.24,1.18,3.99,0.18,0.02,0.74,0,52.88
deep_decarbonizationDGS1,2022,PJM_COMD,84.13,3.29,11.08,0.63,0.1,0.38,0,98.84
deep_decarbonizationDGS1,2022,PJM_Delaware,14.68,0.69,2.53,0.13,0.01,0.72,0,17.32
deep_decarbonizationDGS1,2022,PJM_Dom,82.95,4.78,14.43,0.72,0.06,0.19,0,102.76
deep_decarbonizationDGS1,2022,PJM_NJCoast,18.49,0.85,3.59,0.22,0.01,2.23,0,20.93
deep_decarbonizationDGS1,2022,PJM_NJLand,50.52,1.63,6.91,0.42,0.03,4.3,0,55.21
deep_decarbonizationDGS1,2022,PJM_PECO,33.58,2.65,5.91,0.35,0.05,0.24,0,42.29
deep_decarbonizationDGS1,2022,PJM_SMAC,43.26,3.67,12.29,0.53,0.06,4.02,0,55.78
deep_decarbonizationDGS1,2022,PJM_WEST,278.51,14.73,35.47,2.44,0.34,1.03,0,330.47
deep_decarbonizationDGS1,2022,PJM_WestMAC,67.56,2.61,5.83,0.34,0.05,0.23,0,76.16
deep_decarbonizationDGS1,2022,SC_TVA,79.65,21.74,58.42,3.14,0.4,0.16,0,163.18
deep_decarbonizationDGS1,2022,SC_VACA,185.98,10.89,26,1.34,0.13,0.75,0,223.6
deep_decarbonizationDGS1,2025,MIS_Central,174.64,11.44,27.41,3.81,1.01,0.77,0,217.53
deep_decarbonizationDGS1,2025,MIS_East,145.95,2.15,6.83,1.59,0.23,0.17,0,156.58
deep_decarbonizationDGS1,2025,NY_East,96.55,3.8,11.25,1.4,0.22,2.11,0,111.11
deep_decarbonizationDGS1,2025,NY_West,48.1,1.33,3.95,0.49,0.08,0.74,0,53.21
deep_decarbonizationDGS1,2025,PJM_COMD,84.89,3.55,10.59,1.27,0.31,0.56,0,100.04
deep_decarbonizationDGS1,2025,PJM_Delaware,14.77,0.75,2.42,0.28,0.04,0.93,0,17.33
deep_decarbonizationDGS1,2025,PJM_Dom,84.96,4.99,13.76,1.47,0.2,0.19,0,105.19
deep_decarbonizationDGS1,2025,PJM_NJCoast,18.6,0.96,3.52,0.44,0.05,3.4,0,20.17
deep_decarbonizationDGS1,2025,PJM_NJLand,50.82,1.85,6.78,0.85,0.09,6.55,0,53.85
deep_decarbonizationDGS1,2025,PJM_PECO,33.78,2.79,5.71,0.71,0.16,0.24,0,42.92
deep_decarbonizationDGS1,2025,PJM_SMAC,43.52,3.94,11.82,1.27,0.18,5.49,0,55.24
deep_decarbonizationDGS1,2025,PJM_WEST,287.81,15.22,33.67,4.95,1.12,1.18,0,341.58
deep_decarbonizationDGS1,2025,PJM_WestMAC,67.96,2.75,5.64,0.7,0.16,0.23,0,76.98
deep_decarbonizationDGS1,2025,SC_TVA,80.61,21.83,54.7,6.46,1.34,0.16,0,164.77
deep_decarbonizationDGS1,2025,SC_VACA,192.19,10.89,24.09,2.76,0.43,0.75,0,229.61
deep_decarbonizationDGS1,2030,MIS_Central,179.05,13.17,29.22,11.68,5.48,0.84,0,237.76
deep_decarbonizationDGS1,2030,MIS_East,151.88,2.96,7.59,4.83,1.27,0.17,0,168.36
deep_decarbonizationDGS1,2030,NY_East,102.99,5.72,14.98,3.28,1.15,2.11,0,126
deep_decarbonizationDGS1,2030,NY_West,47.86,2.01,5.26,1.15,0.4,0.74,0,55.94
deep_decarbonizationDGS1,2030,PJM_COMD,86.17,4.58,11.37,3.9,1.7,0.78,0,106.94
deep_decarbonizationDGS1,2030,PJM_Delaware,14.92,1,2.63,0.74,0.2,1.22,0,18.26
deep_decarbonizationDGS1,2030,PJM_Dom,88.41,5.98,14.4,4.55,1.12,0.19,0,114.26
deep_decarbonizationDGS1,2030,PJM_NJCoast,18.78,1.48,4.21,1.32,0.25,8.3,0.37,18.12
deep_decarbonizationDGS1,2030,PJM_NJLand,51.33,2.85,8.1,2.54,0.48,15.97,0.06,49.39
deep_decarbonizationDGS1,2030,PJM_PECO,34.12,3.35,6.75,2.14,0.85,0.24,0,46.98
deep_decarbonizationDGS1,2030,PJM_SMAC,43.95,5.1,12.9,3.18,0.97,7.54,0,58.56
deep_decarbonizationDGS1,2030,PJM_WEST,303.99,17.99,35.94,15.11,6.09,1.38,0,377.74
deep_decarbonizationDGS1,2030,PJM_WestMAC,68.65,3.31,6.67,2.11,0.84,0.23,0,81.35
deep_decarbonizationDGS1,2030,SC_TVA,82.23,23.19,54.03,20.14,7.4,0.16,0,186.82
deep_decarbonizationDGS1,2030,SC_VACA,202.99,11.5,23.74,8.59,2.35,0.75,0,248.42
deep_decarbonizationDGS1,2040,MIS_Central,188.21,17.72,39.32,48.96,34.14,0.92,0,327.44
deep_decarbonizationDGS1,2040,MIS_East,164.48,7.71,16.58,20.09,7.85,0.17,0,216.53
deep_decarbonizationDGS1,2040,NY_East,117.19,11.4,31.99,13.18,7.19,2.11,0,178.84
deep_decarbonizationDGS1,2040,NY_West,47.38,4.01,11.24,4.63,2.53,0.74,0,69.04
deep_decarbonizationDGS1,2040,PJM_COMD,88.79,9.11,19.98,16.42,10.54,1.01,0,143.83
deep_decarbonizationDGS1,2040,PJM_Delaware,15.22,1.49,3.32,3.04,1.25,1.58,0,22.73
deep_decarbonizationDGS1,2040,PJM_Dom,95.75,7.67,16.46,19.53,7.07,0.19,0,146.29
deep_decarbonizationDGS1,2040,PJM_NJCoast,19.16,2.96,7.41,5.42,1.58,10.84,0.39,26.07
deep_decarbonizationDGS1,2040,PJM_NJLand,52.37,5.69,14.25,10.42,3.04,20.86,0.1,65.01
deep_decarbonizationDGS1,2040,PJM_PECO,34.81,5.2,13,8.88,5.36,0.24,0,67.01
deep_decarbonizationDGS1,2040,PJM_SMAC,44.84,7.63,17.78,12.95,6.06,10.49,0,78.77
deep_decarbonizationDGS1,2040,PJM_WEST,339.13,26.86,54.19,63.56,38.01,1.64,0,520.1
deep_decarbonizationDGS1,2040,PJM_WestMAC,70.03,5.13,12.84,8.77,5.29,0.23,0,101.83
deep_decarbonizationDGS1,2040,SC_TVA,85.58,23.69,53.64,87.45,47.73,0.16,0,297.92
deep_decarbonizationDGS1,2040,SC_VACA,226.46,11.7,24.34,37.38,15.43,0.75,0,314.57
deep_decarbonizationDGS1,2050,MIS_Central,197.83,18.47,45.09,79.54,56.19,0.96,0,396.16
deep_decarbonizationDGS1,2050,MIS_East,178.12,9.22,23.66,32.45,12.85,0.17,0,256.13
deep_decarbonizationDGS1,2050,NY_East,133.35,12.96,40.06,21.53,12.03,2.11,0,217.82
deep_decarbonizationDGS1,2050,NY_West,46.91,4.55,14.08,7.56,4.23,0.74,0,76.59
deep_decarbonizationDGS1,2050,PJM_COMD,91.49,10.4,26.19,26.56,17.13,1.13,0,170.63
deep_decarbonizationDGS1,2050,PJM_Delaware,15.53,1.63,3.5,4.9,2.11,1.83,0,25.85
deep_decarbonizationDGS1,2050,PJM_Dom,103.69,8.44,17.08,32.66,11.9,0.19,0,173.58
deep_decarbonizationDGS1,2050,PJM_NJCoast,19.55,3.33,9.01,8.81,2.68,14.17,0.96,30.18
deep_decarbonizationDGS1,2050,PJM_NJLand,53.43,6.41,17.34,16.95,5.16,27.26,0.62,72.65
deep_decarbonizationDGS1,2050,PJM_PECO,35.51,5.71,16.32,14.51,8.96,0.24,0,80.78
deep_decarbonizationDGS1,2050,PJM_SMAC,45.75,8.34,19.61,20.85,10.13,12.37,0,92.31
deep_decarbonizationDGS1,2050,PJM_WEST,378.34,29.25,65.68,103.82,62.83,1.81,0,638.1
deep_decarbonizationDGS1,2050,PJM_WestMAC,71.44,5.64,16.12,14.33,8.85,0.23,0,116.15
deep_decarbonizationDGS1,2050,SC_TVA,89.06,24.34,53.67,148.18,82,0.16,0,397.1
deep_decarbonizationDGS1,2050,SC_VACA,252.64,12.23,25.18,63.27,26.79,0.75,0,379.36
stated_policy,2022,MIS_Central,172.05,11.09,29.88,1.68,0,0.71,0,214
stated_policy,2022,MIS_East,142.5,1.96,7.08,0.79,0.07,0.17,0,152.24
stated_policy,2022,NY_East,92.88,3.37,11.35,0.52,0.06,2.11,0,106.08
stated_policy,2022,NY_West,48.24,1.18,3.99,0.18,0.02,0.74,0,52.88
stated_policy,2022,PJM_COMD,84.13,3.29,11.23,0.56,0,0.38,0,98.83
stated_policy,2022,PJM_Delaware,14.68,0.69,2.65,0.11,0,0.73,0,17.41
stated_policy,2022,PJM_Dom,82.95,4.78,14.47,0.71,0.05,0.19,0,102.78
stated_policy,2022,PJM_NJCoast,18.49,0.85,3.59,0.22,0.01,2.23,0,20.93
stated_policy,2022,PJM_NJLand,50.52,1.63,6.91,0.42,0.03,4.3,0,55.21
stated_policy,2022,PJM_PECO,33.58,2.65,5.91,0.35,0.05,0.24,0,42.29
stated_policy,2022,PJM_SMAC,43.26,3.66,12.74,0.49,0.02,4.04,0,56.12
stated_policy,2022,PJM_WEST,278.51,14.72,36.01,2.23,0.06,1.03,0,330.51
stated_policy,2022,PJM_WestMAC,67.56,2.61,5.83,0.34,0.05,0.23,0,76.16
stated_policy,2022,SC_TVA,79.65,21.74,60.07,2.81,0.01,0.16,0,164.1
stated_policy,2022,SC_VACA,185.98,10.89,26.58,1.2,0,0.75,0,223.92
stated_policy,2025,MIS_Central,174.64,11.37,28.86,2.62,0.01,0.77,0,216.73
stated_policy,2025,MIS_East,145.95,2.15,6.83,1.59,0.23,0.17,0,156.58
stated_policy,2025,NY_East,96.55,3.8,11.25,1.4,0.22,2.11,0,111.11
stated_policy,2025,NY_West,48.1,1.33,3.95,0.49,0.08,0.74,0,53.21
stated_policy,2025,PJM_COMD,84.89,3.51,10.88,0.87,0,0.56,0,99.59
stated_policy,2025,PJM_Delaware,14.77,0.73,2.58,0.24,0,0.94,0,17.38
stated_policy,2025,PJM_Dom,84.96,4.99,13.81,1.41,0.18,0.19,0,105.17
stated_policy,2025,PJM_NJCoast,18.6,0.96,3.52,0.44,0.05,2.23,0,21.34
stated_policy,2025,PJM_NJLand,50.82,1.85,6.78,0.85,0.09,4.3,0,56.1
stated_policy,2025,PJM_PECO,33.78,2.79,5.71,0.71,0.16,0.24,0,42.92
stated_policy,2025,PJM_SMAC,43.52,3.86,12.42,1.25,0.06,5.52,0,55.59
stated_policy,2025,PJM_WEST,287.81,15.15,34.51,3.71,0.18,1.18,0,340.18
stated_policy,2025,PJM_WestMAC,67.96,2.75,5.64,0.7,0.16,0.23,0,76.98
stated_policy,2025,SC_TVA,80.61,21.86,56.82,4.44,0.02,0.16,0,163.58
stated_policy,2025,SC_VACA,192.19,10.91,24.85,1.9,0.01,0.75,0,229.11
stated_policy,2030,MIS_Central,179.05,12.41,28.53,4.05,0.04,0.83,0,223.24
stated_policy,2030,MIS_East,151.88,2.96,7.59,4.83,1.27,0.17,0,168.36
stated_policy,2030,NY_East,102.99,5.72,14.98,3.28,1.15,2.11,0,126
stated_policy,2030,NY_West,47.86,2.01,5.26,1.15,0.4,0.74,0,55.94
stated_policy,2030,PJM_COMD,86.17,4.05,11.22,1.35,0.01,0.74,0,102.06
stated_policy,2030,PJM_Delaware,14.92,0.83,2.5,0.29,0.01,1.17,0,17.38
stated_policy,2030,PJM_Dom,88.41,5.97,14.39,4.18,0.97,0.19,0,113.74
stated_policy,2030,PJM_NJCoast,18.78,1.48,4.21,1.32,0.25,2.23,0,23.81
stated_policy,2030,PJM_NJLand,51.33,2.85,8.1,2.54,0.48,4.3,0,61
stated_policy,2030,PJM_PECO,34.12,3.35,6.75,2.14,0.85,0.24,0,46.98
stated_policy,2030,PJM_SMAC,43.95,4.44,12.44,1.7,0.32,7.19,0,55.67
stated_policy,2030,PJM_WEST,303.99,17.07,35.51,7.06,0.96,1.35,0,363.24
stated_policy,2030,PJM_WestMAC,68.65,3.31,6.67,2.11,0.84,0.23,0,81.35
stated_policy,2030,SC_TVA,82.23,23.5,53.94,6.98,0.05,0.16,0,166.54
stated_policy,2030,SC_VACA,202.99,11.69,23.6,2.98,0.02,0.75,0,240.54
stated_policy,2040,MIS_Central,188.21,13.35,31.56,6.25,0.18,0.84,0,238.7
stated_policy,2040,MIS_East,164.48,7.71,16.58,20.09,7.85,0.17,0,216.53
stated_policy,2040,NY_East,117.19,11.4,31.99,13.18,7.19,2.11,0,178.84
stated_policy,2040,NY_West,47.38,4.01,11.24,4.63,2.53,0.74,0,69.04
stated_policy,2040,PJM_COMD,88.79,4.59,14.74,2.09,0.05,0.76,0,109.5
stated_policy,2040,PJM_Delaware,15.22,0.97,2.61,0.48,0.05,1.31,0,18.02
stated_policy,2040,PJM_Dom,95.75,7.69,16.36,17.43,6.1,0.19,0,143.14
stated_policy,2040,PJM_NJCoast,19.16,2.96,7.41,5.42,1.58,2.23,0,34.29
stated_policy,2040,PJM_NJLand,52.37,5.69,14.25,10.42,3.04,4.3,0,81.47
stated_policy,2040,PJM_PECO,34.81,5.2,13,8.88,5.36,0.24,0,67.01
stated_policy,2040,PJM_SMAC,44.84,5.56,15.07,4.51,2.01,8.48,0,63.51
stated_policy,2040,PJM_WEST,339.13,20.24,45.32,18.28,5.97,1.44,0,427.48
stated_policy,2040,PJM_WestMAC,70.03,5.13,12.84,8.77,5.29,0.23,0,101.83
stated_policy,2040,SC_TVA,85.58,25.82,52.01,11.16,0.25,0.16,0,174.65
stated_policy,2040,SC_VACA,226.46,12.87,23.26,4.77,0.1,0.75,0,266.71
stated_policy,2050,MIS_Central,197.83,12.98,33.92,8.45,0.31,0.83,0,252.66
stated_policy,2050,MIS_East,178.12,9.22,23.66,32.45,12.85,0.17,0,256.13
stated_policy,2050,NY_East,133.35,12.96,40.06,21.53,12.03,2.11,0,217.82
stated_policy,2050,NY_West,46.91,4.55,14.08,7.56,4.23,0.74,0,76.59
stated_policy,2050,PJM_COMD,91.49,4.39,17.17,2.82,0.08,0.75,0,115.2
stated_policy,2050,PJM_Delaware,15.53,1.05,2.69,0.68,0.08,1.41,0,18.61
stated_policy,2050,PJM_Dom,103.69,8.47,16.97,29.02,10.21,0.19,0,168.17
stated_policy,2050,PJM_NJCoast,19.55,3.33,9.01,8.81,2.68,2.23,0,41.15
stated_policy,2050,PJM_NJLand,53.43,6.41,17.34,16.95,5.16,4.3,0,94.99
stated_policy,2050,PJM_PECO,35.51,5.71,16.32,14.51,8.96,0.24,0,80.78
stated_policy,2050,PJM_SMAC,45.75,5.99,16.58,6.99,3.36,9.3,0,69.37
stated_policy,2050,PJM_WEST,378.34,20.54,51.43,28.18,9.98,1.52,0,486.94
stated_policy,2050,PJM_WestMAC,71.44,5.64,16.12,14.33,8.85,0.23,0,116.15
stated_policy,2050,SC_TVA,89.06,27.35,52.69,15.74,0.46,0.16,0,185.15
stated_policy,2050,SC_VACA,252.64,13.95,24.1,6.72,0.18,0.75,0,296.85
stated_policyDGS1,2022,MIS_Central,172.05,11.09,29.88,1.68,0,0.71,0,214
stated_policyDGS1,2022,MIS_East,142.5,1.96,7.08,0.79,0.07,0.17,0,152.24
stated_policyDGS1,2022,NY_East,92.88,3.37,11.35,0.52,0.06,2.11,0,106.08
stated_policyDGS1,2022,NY_West,48.24,1.18,3.99,0.18,0.02,0.74,0,52.88
stated_policyDGS1,2022,PJM_COMD,84.13,3.29,11.23,0.56,0,0.38,0,98.83
stated_policyDGS1,2022,PJM_Delaware,14.68,0.69,2.65,0.11,0,0.73,0,17.41
stated_policyDGS1,2022,PJM_Dom,82.95,4.78,14.47,0.71,0.05,0.19,0,102.78
stated_policyDGS1,2022,PJM_NJCoast,18.49,0.85,3.59,0.22,0.01,2.23,0,20.93
stated_policyDGS1,2022,PJM_NJLand,50.52,1.63,6.91,0.42,0.03,4.3,0,55.21
stated_policyDGS1,2022,PJM_PECO,33.58,2.65,5.91,0.35,0.05,0.24,0,42.29
stated_policyDGS1,2022,PJM_SMAC,43.26,3.66,12.74,0.49,0.02,4.04,0,56.12
stated_policyDGS1,2022,PJM_WEST,278.51,14.72,36.01,2.23,0.06,1.03,0,330.51
stated_policyDGS1,2022,PJM_WestMAC,67.56,2.61,5.83,0.34,0.05,0.23,0,76.16
stated_policyDGS1,2022,SC_TVA,79.65,21.74,60.07,2.81,0.01,0.16,0,164.1
stated_policyDGS1,2022,SC_VACA,185.98,10.89,26.58,1.2,0,0.75,0,223.92
stated_policyDGS1,2025,MIS_Central,174.64,11.37,28.86,2.62,0.01,0.77,0,216.73
stated_policyDGS1,2025,MIS_East,145.95,2.15,6.83,1.59,0.23,0.17,0,156.58
stated_policyDGS1,2025,NY_East,96.55,3.8,11.25,1.4,0.22,2.11,0,111.11
stated_policyDGS1,2025,NY_West,48.1,1.33,3.95,0.49,0.08,0.74,0,53.21
stated_policyDGS1,2025,PJM_COMD,84.89,3.51,10.88,0.87,0,0.56,0,99.59
stated_policyDGS1,2025,PJM_Delaware,14.77,0.73,2.58,0.24,0,0.94,0,17.38
stated_policyDGS1,2025,PJM_Dom,84.96,4.99,13.81,1.41,0.18,0.19,0,105.17
stated_policyDGS1,2025,PJM_NJCoast,18.6,0.96,3.52,0.44,0.05,3.4,0,20.17
stated_policyDGS1,2025,PJM_NJLand,50.82,1.85,6.78,0.85,0.09,6.55,0,53.85
stated_policyDGS1,2025,PJM_PECO,33.78,2.79,5.71,0.71,0.16,0.24,0,42.92
stated_policyDGS1,2025,PJM_SMAC,43.52,3.86,12.42,1.25,0.06,5.52,0,55.59
stated_policyDGS1,2025,PJM_WEST,287.81,15.15,34.51,3.71,0.18,1.18,0,340.18
stated_policyDGS1,2025,PJM_WestMAC,67.96,2.75,5.64,0.7,0.16,0.23,0,76.98
stated_policyDGS1,2025,SC_TVA,80.61,21.86,56.82,4.44,0.02,0.16,0,163.58
stated_policyDGS1,2025,SC_VACA,192.19,10.91,24.85,1.9,0.01,0.75,0,229.11
stated_policyDGS1,2030,MIS_Central,179.05,12.41,28.53,4.05,0.04,0.83,0,223.24
stated_policyDGS1,2030,MIS_East,151.88,2.96,7.59,4.83,1.27,0.17,0,168.36
stated_policyDGS1,2030,NY_East,102.99,5.72,14.98,3.28,1.15,2.11,0,126
stated_policyDGS1,2030,NY_West,47.86,2.01,5.26,1.15,0.4,0.74,0,55.94
stated_policyDGS1,2030,PJM_COMD,86.17,4.05,11.22,1.35,0.01,0.74,0,102.06
stated_policyDGS1,2030,PJM_Delaware,14.92,0.83,2.5,0.29,0.01,1.17,0,17.38
stated_policyDGS1,2030,PJM_Dom,88.41,5.97,14.39,4.18,0.97,0.19,0,113.74
stated_policyDGS1,2030,PJM_NJCoast,18.78,1.48,4.21,1.32,0.25,8.3,0.37,18.12
stated_policyDGS1,2030,PJM_NJLand,51.33,2.85,8.1,2.54,0.48,15.97,0.06,49.39
stated_policyDGS1,2030,PJM_PECO,34.12,3.35,6.75,2.14,0.85,0.24,0,46.98
stated_policyDGS1,2030,PJM_SMAC,43.95,4.44,12.44,1.7,0.32,7.19,0,55.67
stated_policyDGS1,2030,PJM_WEST,303.99,17.07,35.51,7.06,0.96,1.35,0,363.24
stated_policyDGS1,2030,PJM_WestMAC,68.65,3.31,6.67,2.11,0.84,0.23,0,81.35
stated_policyDGS1,2030,SC_TVA,82.23,23.5,53.94,6.98,0.05,0.16,0,166.54
stated_policyDGS1,2030,SC_VACA,202.99,11.69,23.6,2.98,0.02,0.75,0,240.54
stated_policyDGS1,2040,MIS_Central,188.21,13.35,31.56,6.25,0.18,0.84,0,238.7
stated_policyDGS1,2040,MIS_East,164.48,7.71,16.58,20.09,7.85,0.17,0,216.53
stated_policyDGS1,2040,NY_East,117.19,11.4,31.99,13.18,7.19,2.11,0,178.84
stated_policyDGS1,2040,NY_West,47.38,4.01,11.24,4.63,2.53,0.74,0,69.04
stated_policyDGS1,2040,PJM_COMD,88.79,4.59,14.74,2.09,0.05,0.76,0,109.5
stated_policyDGS1,2040,PJM_Delaware,15.22,0.97,2.61,0.48,0.05,1.31,0,18.02
stated_policyDGS1,2040,PJM_Dom,95.75,7.69,16.36,17.43,6.1,0.19,0,143.14
stated_policyDGS1,2040,PJM_NJCoast,19.16,2.96,7.41,5.42,1.58,10.84,0.39,26.07
stated_policyDGS1,2040,PJM_NJLand,52.37,5.69,14.25,10.42,3.04,20.86,0.1,65.01
stated_policyDGS1,2040,PJM_PECO,34.81,5.2,13,8.88,5.36,0.24,0,67.01
stated_policyDGS1,2040,PJM_SMAC,44.84,5.56,15.07,4.51,2.01,8.48,0,63.51
stated_policyDGS1,2040,PJM_WEST,339.13,20.24,45.32,18.28,5.97,1.44,0,427.48
stated_policyDGS1,2040,PJM_WestMAC,70.03,5.13,12.84,8.77,5.29,0.23,0,101.83
stated_policyDGS1,2040,SC_TVA,85.58,25.82,52.01,11.16,0.25,0.16,0,174.65
stated_policyDGS1,2040,SC_VACA,226.46,12.87,23.26,4.77,0.1,0.75,0,266.71
stated_policyDGS1,2050,MIS_Central,197.83,12.98,33.92,8.45,0.31,0.83,0,252.66
stated_policyDGS1,2050,MIS_East,178.12,9.22,23.66,32.45,12.85,0.17,0,256.13
stated_policyDGS1,2050,NY_East,133.35,12.96,40.06,21.53,12.03,2.11,0,217.82
stated_policyDGS1,2050,NY_West,46.91,4.55,14.08,7.56,4.23,0.74,0,76.59
stated_policyDGS1,2050,PJM_COMD,91.49,4.39,17.17,2.82,0.08,0.75,0,115.2
stated_policyDGS1,2050,PJM_Delaware,15.53,1.05,2.69,0.68,0.08,1.41,0,18.61
stated_policyDGS1,2050,PJM_Dom,103.69,8.47,16.97,29.02,10.21,0.19,0,168.17
stated_policyDGS1,2050,PJM_NJCoast,19.55,3.33,9.01,8.81,2.68,14.17,0.96,30.18
stated_policyDGS1,2050,PJM_NJLand,53.43,6.41,17.34,16.95,5.16,27.26,0.62,72.65
stated_policyDGS1,2050,PJM_PECO,35.51,5.71,16.32,14.51,8.96,0.24,0,80.78
stated_policyDGS1,2050,PJM_SMAC,45.75,5.99,16.58,6.99,3.36,9.3,0,69.37
stated_policyDGS1,2050,PJM_WEST,378.34,20.54,51.43,28.18,9.98,1.52,0,486.94
stated_policyDGS1,2050,PJM_WestMAC,71.44,5.64,16.12,14.33,8.85,0.23,0,116.15
stated_policyDGS1,2050,SC_TVA,89.06,27.35,52.69,15.74,0.46,0.16,0,185.15
stated_policyDGS1,2050,SC_VACA,252.64,13.95,24.1,6.72,0.18,0.75,0,296.85
