case,year,Scenario,TechSensitivity,nonsrec_energy_revenue,nonsrec_capacity_revenue,nonsrec_rps_revenue,nonsrec_revenue,capacity,output,capacityfactor,nonsrec_revenue_permwh
deepdecarbonization_dgsolar_nuclear_instaterps_noflexibleload,2040,DD + High Solar + Nuclear + 80% Instate,No Flexible Load,448654287.614923,2152392.697906193,-38,450806642.3128292,10473.906,18764823.185694236,0.20451807600619604,24.024028249651256
deepdecarbonization_dgsolar_nuclear_instaterps_noflexibleload,2050,DD + High Solar + Nuclear + 80% Instate,No Flexible Load,682121303.3329691,8606338.693436157,-14,690727628.0264052,15730.893916666668,27918570.264222734,0.20259823865754945,24.74079515853873
deepdecarbonization_dgsolar_nuclear_instaterps_nointertrans,2030,DD + High Solar + Nuclear + 80% Instate,No Interregional Transmission Upgrade,215119143.20059806,1598951.1710025994,-2,216718092.37160066,4370.225083333334,7839489.807756768,0.20477639269406395,27.644412798033027
deepdecarbonization_dgsolar_nuclear_instaterps_nointertrans,2040,DD + High Solar + Nuclear + 80% Instate,No Interregional Transmission Upgrade,419562696.7129433,2061803.507851577,-17,421624483.2207949,10473.906,18764823.185694236,0.20451807600619604,22.468875888062154
deepdecarbonization_dgsolar_nuclear_instaterps_nointertrans,2050,DD + High Solar + Nuclear + 80% Instate,No Interregional Transmission Upgrade,613085147.511158,2349203.8630127776,238,615434589.3741708,15730.893916666668,27918570.264222734,0.20259823865754945,22.04391498381426
deepdecarbonization_dgsolar_nuclear_lowngcost,2030,DD + High Solar + Nuclear,Low NatGas Price,216830538.95077956,1140383.089405706,-2,217970920.04018527,4370.225083333334,7839489.807756768,0.20477639269406395,27.804222645268876
deepdecarbonization_dgsolar_nuclear_lowngcost,2040,DD + High Solar + Nuclear,Low NatGas Price,418190832.47076154,935896.8635562888,-1,419126728.3343178,10473.906,18764823.185694236,0.20451807600619604,22.335767525582018
deepdecarbonization_dgsolar_nuclear_lowngcost,2050,DD + High Solar + Nuclear,Low NatGas Price,595607850.919031,2267117.214409991,-2,597874966.133441,15730.893916666668,27918570.264222734,0.20259823865754945,21.414956442078612
deepdecarbonization_dgsolar_nuclear_lowrecost,2030,DD + High Solar + Nuclear,Low RE/BESS Cost,196196214.0737728,1461982.4572931412,-1,197658195.53106594,4370.225083333334,7839489.807756768,0.20477639269406395,25.21314529109961
deepdecarbonization_dgsolar_nuclear_lowrecost,2040,DD + High Solar + Nuclear,Low RE/BESS Cost,363542027.2646369,3643091.423820504,0,367185118.68845737,10473.906,18764823.185694236,0.20451807600619604,19.567736666359252
deepdecarbonization_dgsolar_nuclear_lowrecost,2050,DD + High Solar + Nuclear,Low RE/BESS Cost,565177393.8799149,8517197.921874968,-17,573694574.8017899,15730.893916666668,27918570.264222734,0.20259823865754945,20.54885222890413
deepdecarbonization_dgsolar_nuclear_mid,2030,DD + High Solar + Nuclear,Mid,214416129.25332475,1128010.4769967697,0,215544139.73032153,4370.225083333334,7839489.807756768,0.20477639269406395,27.494664195755675
deepdecarbonization_dgsolar_nuclear_mid,2040,DD + High Solar + Nuclear,Mid,418065429.23822415,1639996.9828639845,-3,419705423.2210881,10473.906,18764823.185694236,0.20451807600619604,22.366606872217133
deepdecarbonization_dgsolar_nuclear_mid,2050,DD + High Solar + Nuclear,Mid,623414417.4859107,2465372.1413988527,-9,625879780.6273096,15730.893916666668,27918570.264222734,0.20259823865754945,22.418045576974475
deepdecarbonization_dgsolar_nuclear_noflexibleload,2030,DD + High Solar + Nuclear,No Flexible Load,212254173.16349202,615299.5439876168,0,212869472.70747963,4370.225083333334,7839489.807756768,0.20477639269406395,27.15348548535089
deepdecarbonization_dgsolar_nuclear_noflexibleload,2040,DD + High Solar + Nuclear,No Flexible Load,448651462.02919686,2152380.3051806134,-3,450803839.33437747,10473.906,18764823.185694236,0.20451807600619604,24.023878875557827
deepdecarbonization_dgsolar_nuclear_noflexibleload,2050,DD + High Solar + Nuclear,No Flexible Load,682131986.8538233,8606118.152595803,-4,690738101.0064191,15730.893916666668,27918570.264222734,0.20259823865754945,24.741170284482315
deepdecarbonization_dgsolar_nuclear_nointertrans,2030,DD + High Solar + Nuclear,No Interregional Transmission Upgrade,215119302.36506945,1598837.4752268316,-3,216718136.84029627,4370.225083333334,7839489.807756768,0.20477639269406395,27.644418470429663
deepdecarbonization_dgsolar_nuclear_nointertrans,2040,DD + High Solar + Nuclear,No Interregional Transmission Upgrade,419562470.7435361,2061936.3337379065,-8,421624399.077274,10473.906,18764823.185694236,0.20451807600619604,22.46887140395271
deepdecarbonization_dgsolar_nuclear_nointertrans,2050,DD + High Solar + Nuclear,No Interregional Transmission Upgrade,613077014.9507333,2349789.5619474407,-1,615426803.5126808,15730.893916666668,27918570.264222734,0.20259823865754945,22.043636106299534
deepdecarbonization_doublezcfcost,2030,Deep Decarbonization (DD),Doubled ZCF Fuel Price,98648009.08717632,1185489.9288369832,0,99833499.01601331,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.387966197884662
deepdecarbonization_doublezcfcost,2040,Deep Decarbonization (DD),Doubled ZCF Fuel Price,84464025.12402435,529074.1618507138,0,84993099.28587507,1960.4601499999999,3516754.1880281805,0.20477639269406397,24.168052340766558
deepdecarbonization_doublezcfcost,2050,Deep Decarbonization (DD),Doubled ZCF Fuel Price,79317730.92680055,871249.9804399803,-2,80188978.90724052,1960.4601499999999,3516754.1880281805,0.20477639269406397,22.801985757270664
deepdecarbonization_highngcost,2030,Deep Decarbonization (DD),High NatGas Price,101231679.66478735,701603.963315506,0,101933283.62810285,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.985046488351845
deepdecarbonization_highngcost,2040,Deep Decarbonization (DD),High NatGas Price,84201735.60582614,552736.8515581208,0,84754472.45738426,1960.4601499999999,3516754.1880281805,0.20477639269406397,24.1001980593092
deepdecarbonization_highngcost,2050,Deep Decarbonization (DD),High NatGas Price,80740712.25656281,446219.1106301823,0,81186931.367193,1960.4601499999999,3516754.1880281805,0.20477639269406397,23.085756645594255
deepdecarbonization_highrecost,2030,Deep Decarbonization (DD),High RE/BESS Cost,112244110.00019869,1315383.650801416,0,113559493.65100011,1960.4601499999999,3516754.1880281805,0.20477639269406397,32.290995497377125
deepdecarbonization_highrecost,2040,Deep Decarbonization (DD),High RE/BESS Cost,114520583.0756743,149522.69982593786,-2,114670103.77550024,1960.4601499999999,3516754.1880281805,0.20477639269406397,32.60680094328542
deepdecarbonization_highrecost,2050,Deep Decarbonization (DD),High RE/BESS Cost,93805193.21428815,78669.87422344049,0,93883863.08851159,1960.4601499999999,3516754.1880281805,0.20477639269406397,26.696168702411246
deepdecarbonization_instaterps_doublezcfcost,2030,DD + 80% Instate,Doubled ZCF Fuel Price,98648001.57699245,1185603.084244289,0,99833604.66123675,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.38799623843279
deepdecarbonization_instaterps_doublezcfcost,2040,DD + 80% Instate,Doubled ZCF Fuel Price,79278407.27232355,529950.607517925,8478482,88286839.87984148,1960.4601499999999,3516754.1880281805,0.20477639269406397,25.10463773111856
deepdecarbonization_instaterps_doublezcfcost,2050,DD + 80% Instate,Doubled ZCF Fuel Price,76479796.82224396,1197580.8754711975,5724824,83402201.69771516,1960.4601499999999,3516754.1880281805,0.20477639269406397,23.715675659571247
deepdecarbonization_instaterps_highngcost,2030,DD + 80% Instate,High NatGas Price,101231803.39457852,701591.5112568173,0,101933394.90583533,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.985078130521448
deepdecarbonization_instaterps_highngcost,2040,DD + 80% Instate,High NatGas Price,79068725.66350263,554178.3590859985,8145056,87767960.02258863,1960.4601499999999,3516754.1880281805,0.20477639269406397,24.957092628586448
deepdecarbonization_instaterps_highngcost,2050,DD + 80% Instate,High NatGas Price,79724768.49670365,456131.43946145684,7927993,88108892.93616511,1960.4601499999999,3516754.1880281805,0.20477639269406397,25.054037963787042
deepdecarbonization_instaterps_highrecost,2030,DD + 80% Instate,High RE/BESS Cost,112244180.9215982,1315446.5956875442,0,113559627.51728573,1960.4601499999999,3516754.1880281805,0.20477639269406397,32.291033562672126
deepdecarbonization_instaterps_highrecost,2040,DD + 80% Instate,High RE/BESS Cost,106947613.60881843,140190.68053019236,15763310,122851114.28934862,1960.4601499999999,3516754.1880281805,0.20477639269406397,34.933096748007394
deepdecarbonization_instaterps_highrecost,2050,DD + 80% Instate,High RE/BESS Cost,81206737.20332155,60958.42400301852,117322702,198590397.62732455,1960.4601499999999,3516754.1880281805,0.20477639269406397,56.46979771954798
deepdecarbonization_instaterps_lowngcost,2030,DD + 80% Instate,Low NatGas Price,99570325.65197551,1311657.0811104781,0,100881982.73308599,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.686105806459512
deepdecarbonization_instaterps_lowngcost,2040,DD + 80% Instate,Low NatGas Price,80149980.31429406,208413.81860078144,8288498,88646892.13289484,1960.4601499999999,3516754.1880281805,0.20477639269406397,25.207019710012357
deepdecarbonization_instaterps_lowngcost,2050,DD + 80% Instate,Low NatGas Price,74007161.31630513,373515.99175953807,22073928,96454605.30806467,1960.4601499999999,3516754.1880281805,0.20477639269406397,27.427167254514906
deepdecarbonization_instaterps_lowrecost,2030,DD + 80% Instate,Low RE/BESS Cost,90372585.86042826,1415469.586214168,0,91788055.44664243,1960.4601499999999,3516754.1880281805,0.20477639269406397,26.100219275805383
deepdecarbonization_instaterps_lowrecost,2040,DD + 80% Instate,Low RE/BESS Cost,69712931.34959748,719440.6469461259,5408304,75840675.99654362,1960.4601499999999,3516754.1880281805,0.20477639269406397,21.565532289610196
deepdecarbonization_instaterps_lowrecost,2050,DD + 80% Instate,Low RE/BESS Cost,74500663.94215998,1118542.3320114452,-2,75619204.27417143,1960.4601499999999,3516754.1880281805,0.20477639269406397,21.502556115976528
deepdecarbonization_instaterps_mid,2030,DD + 80% Instate,Mid,98648001.57699245,1185603.084244289,0,99833604.66123675,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.38799623843279
deepdecarbonization_instaterps_mid,2040,DD + 80% Instate,Mid,79917921.82473162,374903.1294539836,8088329,88381153.9541856,1960.4601499999999,3516754.1880281805,0.20477639269406397,25.131456231730628
deepdecarbonization_instaterps_mid,2050,DD + 80% Instate,Mid,78543769.22395998,323585.8312827452,15862051,94729406.05524273,1960.4601499999999,3516754.1880281805,0.20477639269406397,26.936601476930875
deepdecarbonization_instaterps_noflexibleload,2030,DD + 80% Instate,No Flexible Load,97981088.44073606,1735329.5676869426,-4,99716414.008423,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.354672711524742
deepdecarbonization_instaterps_noflexibleload,2040,DD + 80% Instate,No Flexible Load,86092466.77848454,483883.49063658377,4609187,91185537.26912113,1960.4601499999999,3516754.1880281805,0.20477639269406397,25.928891356563142
deepdecarbonization_instaterps_noflexibleload,2050,DD + 80% Instate,No Flexible Load,86660431.87582919,1118286.3249306655,17867162,105645880.20075986,1960.4601499999999,3516754.1880281805,0.20477639269406397,30.040734880021503
deepdecarbonization_instaterps_nointertrans,2030,DD + 80% Instate,No Interregional Transmission Upgrade,99615400.57553127,1297324.7592071863,-1,100912724.33473846,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.69484727657907
deepdecarbonization_instaterps_nointertrans,2040,DD + 80% Instate,No Interregional Transmission Upgrade,81711624.81479885,413856.6955080802,5233097,87358578.51030692,1960.4601499999999,3516754.1880281805,0.20477639269406397,24.840683721283423
deepdecarbonization_instaterps_nointertrans,2050,DD + 80% Instate,No Interregional Transmission Upgrade,77364550.87440582,394806.5952620106,19011840,96771197.46966782,1960.4601499999999,3516754.1880281805,0.20477639269406397,27.517191221126193
deepdecarbonization_lowngcost,2030,Deep Decarbonization (DD),Low NatGas Price,99570311.58016837,1311832.5156316452,0,100882144.09580001,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.686151690449517
deepdecarbonization_lowngcost,2040,Deep Decarbonization (DD),Low NatGas Price,85219579.13010597,216820.06862030987,-1,85436398.19872628,1960.4601499999999,3516754.1880281805,0.20477639269406397,24.294105766496543
deepdecarbonization_lowngcost,2050,Deep Decarbonization (DD),Low NatGas Price,78060596.13507631,412305.5872792408,0,78472901.72235556,1960.4601499999999,3516754.1880281805,0.20477639269406397,22.314013868098858
deepdecarbonization_lowrecost,2030,Deep Decarbonization (DD),Low RE/BESS Cost,90372503.53096063,1415470.0684873648,0,91787973.599448,1960.4601499999999,3516754.1880281805,0.20477639269406397,26.10019600230088
deepdecarbonization_lowrecost,2040,Deep Decarbonization (DD),Low RE/BESS Cost,73562241.99421087,729816.7006687293,0,74292058.69487959,1960.4601499999999,3516754.1880281805,0.20477639269406397,21.125178139486238
deepdecarbonization_lowrecost,2050,Deep Decarbonization (DD),Low RE/BESS Cost,74558086.82310867,1121399.7324790643,-2,75679484.55558774,1960.4601499999999,3516754.1880281805,0.20477639269406397,21.519697001632263
deepdecarbonization_mid,2030,Deep Decarbonization (DD),Mid,98648009.08717632,1185489.9288369832,0,99833499.01601331,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.387966197884662
deepdecarbonization_mid,2040,Deep Decarbonization (DD),Mid,84815016.77817924,359102.7632342238,-1,85174118.54141347,1960.4601499999999,3516754.1880281805,0.20477639269406397,24.21952572953926
deepdecarbonization_mid,2050,Deep Decarbonization (DD),Mid,81122964.70690927,376510.09903433715,-1,81499473.80594361,1960.4601499999999,3516754.1880281805,0.20477639269406397,23.17462906090681
deepdecarbonization_noflexibleload,2030,Deep Decarbonization (DD),No Flexible Load,97981792.01136208,1735492.881859278,0,99717284.89322135,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.354920350327962
deepdecarbonization_noflexibleload,2040,Deep Decarbonization (DD),No Flexible Load,89248464.41311142,451030.54407524585,-3,89699491.95718667,1960.4601499999999,3516754.1880281805,0.20477639269406397,25.506329746487214
deepdecarbonization_noflexibleload,2050,Deep Decarbonization (DD),No Flexible Load,89355918.89453429,1294796.8462193208,-4,90650711.7407536,1960.4601499999999,3516754.1880281805,0.20477639269406397,25.776812052815334
deepdecarbonization_nointertrans,2030,Deep Decarbonization (DD),No Interregional Transmission Upgrade,99615581.80161387,1296843.0835585399,-1,100912423.88517241,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.694761842809747
deepdecarbonization_nointertrans,2040,Deep Decarbonization (DD),No Interregional Transmission Upgrade,85463115.952586025,411942.5673048971,0,85875058.51989092,1960.4601499999999,3516754.1880281805,0.20477639269406397,24.418840194241856
deepdecarbonization_nointertrans,2050,Deep Decarbonization (DD),No Interregional Transmission Upgrade,80755006.47540554,393790.0292344064,0,81148796.50463995,1960.4601499999999,3516754.1880281805,0.20477639269406397,23.074912878724547
deepdecarbonization_nuclear_doublezcfcost,2030,DD + Nuclear,Doubled ZCF Fuel Price,98648009.08717632,1185489.9288369832,0,99833499.01601331,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.387966197884662
deepdecarbonization_nuclear_doublezcfcost,2040,DD + Nuclear,Doubled ZCF Fuel Price,84464164.02892566,529072.6538647665,0,84993236.68279043,1960.4601499999999,3516754.1880281805,0.20477639269406397,24.16809141000712
deepdecarbonization_nuclear_doublezcfcost,2050,DD + Nuclear,Doubled ZCF Fuel Price,79317462.90500689,871245.5035331817,-1,80188707.40854007,1960.4601499999999,3516754.1880281805,0.20477639269406397,22.80190855577009
deepdecarbonization_nuclear_highngcost,2030,DD + Nuclear,High NatGas Price,101231679.66478735,701603.963315506,0,101933283.62810285,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.985046488351845
deepdecarbonization_nuclear_highngcost,2040,DD + Nuclear,High NatGas Price,84200709.15767725,552831.4900272179,0,84753540.64770447,1960.4601499999999,3516754.1880281805,0.20477639269406397,24.0999330963263
deepdecarbonization_nuclear_highngcost,2050,DD + Nuclear,High NatGas Price,80740926.50569984,445876.25202802126,-2,81186800.75772786,1960.4601499999999,3516754.1880281805,0.20477639269406397,23.085719506386294
deepdecarbonization_nuclear_highrecost,2030,DD + Nuclear,High RE/BESS Cost,112243800.29741874,1315374.8757817848,0,113559175.17320053,1960.4601499999999,3516754.1880281805,0.20477639269406397,32.29090493722348
deepdecarbonization_nuclear_highrecost,2040,DD + Nuclear,High RE/BESS Cost,114520408.64258702,149520.30492781865,-2,114669926.94751485,1960.4601499999999,3516754.1880281805,0.20477639269406397,32.60675066169736
deepdecarbonization_nuclear_highrecost,2050,DD + Nuclear,High RE/BESS Cost,93804456.4679868,78703.40514966202,0,93883159.87313648,1960.4601499999999,3516754.1880281805,0.20477639269406397,26.69596874093043
deepdecarbonization_nuclear_instaterps_doublezcfcost,2030,DD + Nuclear + 80% Instate,Doubled ZCF Fuel Price,98648001.57699245,1185603.084244289,0,99833604.66123675,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.38799623843279
deepdecarbonization_nuclear_instaterps_doublezcfcost,2040,DD + Nuclear + 80% Instate,Doubled ZCF Fuel Price,79278626.71467188,529944.9802131103,8478439,88287010.69488499,1960.4601499999999,3516754.1880281805,0.20477639269406397,25.10468630290788
deepdecarbonization_nuclear_instaterps_doublezcfcost,2050,DD + Nuclear + 80% Instate,Doubled ZCF Fuel Price,76479465.42318808,1197854.7619485455,5725932,83403252.18513662,1960.4601499999999,3516754.1880281805,0.20477639269406397,23.7159743689394
deepdecarbonization_nuclear_instaterps_highngcost,2030,DD + Nuclear + 80% Instate,High NatGas Price,101231803.39457852,701591.5112568173,0,101933394.90583533,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.985078130521448
deepdecarbonization_nuclear_instaterps_highngcost,2040,DD + Nuclear + 80% Instate,High NatGas Price,79068539.8052513,554187.4799308004,8145031,87767758.2851821,1960.4601499999999,3516754.1880281805,0.20477639269406397,24.957035263926954
deepdecarbonization_nuclear_instaterps_highngcost,2050,DD + Nuclear + 80% Instate,High NatGas Price,79723998.59504539,456114.8641629807,7929406,88109519.45920837,1960.4601499999999,3516754.1880281805,0.20477639269406397,25.05421611756458
deepdecarbonization_nuclear_instaterps_highrecost,2030,DD + Nuclear + 80% Instate,High RE/BESS Cost,112244207.52009031,1315355.0790551896,0,113559562.5991455,1960.4601499999999,3516754.1880281805,0.20477639269406397,32.29101510299688
deepdecarbonization_nuclear_instaterps_highrecost,2040,DD + Nuclear + 80% Instate,High RE/BESS Cost,106946988.98550001,140276.54162710585,15763287,122850552.52712712,1960.4601499999999,3516754.1880281805,0.20477639269406397,34.932937009171106
deepdecarbonization_nuclear_instaterps_highrecost,2050,DD + Nuclear + 80% Instate,High RE/BESS Cost,81207337.24405144,60979.01824480224,117320489,198588805.26229626,1960.4601499999999,3516754.1880281805,0.20477639269406397,56.469344925595614
deepdecarbonization_nuclear_instaterps_lowngcost,2030,DD + Nuclear + 80% Instate,Low NatGas Price,99570325.65197551,1311657.0811104781,0,100881982.73308599,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.686105806459512
deepdecarbonization_nuclear_instaterps_lowngcost,2040,DD + Nuclear + 80% Instate,Low NatGas Price,80150006.70136374,208413.79978036397,8288449,88646869.50114411,1960.4601499999999,3516754.1880281805,0.20477639269406397,25.20701327460359
deepdecarbonization_nuclear_instaterps_lowngcost,2050,DD + Nuclear + 80% Instate,Low NatGas Price,74006794.9183282,373543.52838280494,22074478,96454816.446711,1960.4601499999999,3516754.1880281805,0.20477639269406397,27.427227292446204
deepdecarbonization_nuclear_instaterps_lowrecost,2030,DD + Nuclear + 80% Instate,Low RE/BESS Cost,90372585.86042826,1415469.586214168,0,91788055.44664243,1960.4601499999999,3516754.1880281805,0.20477639269406397,26.100219275805383
deepdecarbonization_nuclear_instaterps_lowrecost,2040,DD + Nuclear + 80% Instate,Low RE/BESS Cost,69712935.28508663,719437.680377827,5408296,75840668.96546446,1960.4601499999999,3516754.1880281805,0.20477639269406397,21.565530290300952
deepdecarbonization_nuclear_instaterps_lowrecost,2050,DD + Nuclear + 80% Instate,Low RE/BESS Cost,74501856.54052451,1118432.9571554926,-3,75620286.49768001,1960.4601499999999,3516754.1880281805,0.20477639269406397,21.50286384959984
deepdecarbonization_nuclear_instaterps_mid,2030,DD + Nuclear + 80% Instate,Mid,98648001.57699245,1185603.084244289,0,99833604.66123675,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.38799623843279
deepdecarbonization_nuclear_instaterps_mid,2040,DD + Nuclear + 80% Instate,Mid,79917840.55966935,375061.13391604903,8087841,88380742.6935854,1960.4601499999999,3516754.1880281805,0.20477639269406397,25.131339288498825
deepdecarbonization_nuclear_instaterps_mid,2050,DD + Nuclear + 80% Instate,Mid,78542644.52972902,323535.5054865107,15864386,94730566.03521553,1960.4601499999999,3516754.1880281805,0.20477639269406397,26.93693132084682
deepdecarbonization_nuclear_instaterps_noflexibleload,2030,DD + Nuclear + 80% Instate,No Flexible Load,97981088.44073606,1735329.5676869426,-4,99716414.008423,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.354672711524742
deepdecarbonization_nuclear_instaterps_noflexibleload,2040,DD + Nuclear + 80% Instate,No Flexible Load,86092140.23020789,483972.44298706175,4609180,91185292.67319494,1960.4601499999999,3516754.1880281805,0.20477639269406397,25.92882180495018
deepdecarbonization_nuclear_instaterps_noflexibleload,2050,DD + Nuclear + 80% Instate,No Flexible Load,86660337.40949418,1118292.2368942937,17865449,105644078.64638847,1960.4601499999999,3516754.1880281805,0.20477639269406397,30.040222602428283
deepdecarbonization_nuclear_instaterps_nointertrans,2030,DD + Nuclear + 80% Instate,No Interregional Transmission Upgrade,99615400.57553127,1297324.7592071863,-1,100912724.33473846,1960.4601499999999,3516754.1880281805,0.20477639269406397,28.69484727657907
deepdecarbonization_nuclear_instaterps_nointertrans,2040,DD + Nuclear + 80% Instate,No Interregional Transmission Upgrade,81711802.30409026,413855.5780457947,5232927,87358584.88213606,1960.4601499999999,3516754.1880281805,0.20477639269406397,24.84068553313287
deepdecarbonization_nuclear_instaterps_nointertrans,2050,DD + Nuclear + 80% Instate,No Interregional Transmission Upgrade,77364623.27712768,394813.34943931934,19013434,96772870.626567,1960.4601499999999,3516754.1880281805,0.20477639269406397,27.517666988498526
